BIOMASS,CCGT,COAL,Date,NPSHYD,NUCLEAR,OCGT,OIL,OTHER,PS,Period,WIND
0,7727,3815,20170101,944,7404,0,0,2123,0,1,3923
0,8338,3815,20170101,909,7403,0,0,2124,16,2,3658
0,7927,3801,20170101,864,7408,0,0,2122,0,3,3925
0,6996,3803,20170101,863,7407,0,0,2122,0,4,4393
0,6897,3705,20170101,860,7316,0,0,2121,0,5,4418
0,6580,3380,20170101,846,7193,0,0,2121,0,6,4329
0,5897,3285,20170101,841,7172,0,0,2123,0,7,4442
0,5363,3137,20170101,832,7175,0,0,2122,0,8,4692
0,5584,2835,20170101,828,7167,0,0,2123,0,9,4944
0,5670,2613,20170101,829,7178,0,0,2120,0,10,4807
0,5580,2708,20170101,859,7181,0,0,2122,0,11,4827
0,5263,2830,20170101,859,7199,0,0,2123,0,12,4884
0,5546,2991,20170101,857,7318,0,0,2124,0,13,4697
0,5498,3116,20170101,861,7404,0,0,2124,0,14,4556
0,5601,3039,20170101,953,7405,0,0,2124,0,15,4764
0,5173,2433,20170101,890,7409,0,0,2125,36,16,5116
0,5237,2495,20170101,862,7414,0,0,2123,320,17,4881
0,5555,2908,20170101,861,7419,0,0,2124,408,18,4972
0,6485,2945,20170101,867,7427,0,0,2124,408,19,4996
0,7624,2996,20170101,869,7427,0,0,2124,332,20,5220
0,7767,2955,20170101,926,7415,0,0,2118,336,21,5841
0,8843,2860,20170101,912,7412,0,0,2121,372,22,6016
0,10088,2899,20170101,945,7410,0,0,2128,416,23,5741
0,10618,3298,20170101,939,7408,0,0,2127,334,24,5939
0,10990,3572,20170101,996,7406,0,0,2126,350,25,6237
0,11178,3780,20170101,993,7411,0,0,2125,340,26,6325
0,11298,3856,20170101,998,7411,0,0,2127,398,27,6223
0,11430,3943,20170101,1001,7411,0,0,2126,396,28,5952
0,11511,4253,20170101,1032,7405,0,0,2128,380,29,5675
0,11823,4320,20170101,1035,7404,0,0,2126,416,30,5331
0,12371,4309,20170101,1116,7397,0,0,2128,358,31,5063
0,13067,4375,20170101,1081,7295,0,0,2128,366,32,5205
0,14467,4637,20170101,1058,7189,0,0,2129,344,33,5427
0,15023,4671,20170101,1080,7178,0,0,2129,614,34,5922
0,15472,4729,20170101,1119,7182,0,0,2128,808,35,5449
0,15311,4778,20170101,1162,7181,0,0,2131,646,36,5617
0,14684,4473,20170101,1254,7186,0,0,2130,710,37,5869
0,14258,4315,20170101,1242,7185,0,0,2130,430,38,5886
0,15071,4284,20170101,1205,7184,0,0,2129,502,39,5802
0,14676,4072,20170101,1203,7192,0,0,2129,380,40,5611
0,13637,3497,20170101,1092,7262,0,0,2130,596,41,5525
0,13085,3309,20170101,1077,7392,0,0,2132,650,42,5153
0,12485,3312,20170101,976,7415,0,0,2126,366,43,5225
0,11589,3314,20170101,935,7415,0,0,2123,380,44,4899
0,11207,3316,20170101,935,7415,0,0,2122,674,45,4504
0,10735,3315,20170101,917,7420,0,0,2126,426,46,4195
0,9804,3305,20170101,772,7419,0,0,2124,0,47,4031
0,9158,3279,20170101,768,7416,0,0,2122,0,48,3884
0,8548,3182,20170102,767,7424,0,0,2120,0,1,3644
0,8616,3301,20170102,769,7419,0,0,2118,0,2,3604
0,8142,3298,20170102,767,7425,0,0,2126,0,3,3681
0,7677,3280,20170102,662,7424,0,0,2122,0,4,3861
0,7441,3291,20170102,656,7418,0,0,2127,0,5,3924
0,7531,3145,20170102,652,7417,0,0,2103,0,6,3897
0,7844,3049,20170102,652,7435,0,0,2094,0,7,3850
0,7473,3055,20170102,653,7507,0,0,2133,0,8,3756
0,7726,3053,20170102,640,7510,0,0,2131,0,9,3595
0,7870,3055,20170102,639,7508,0,0,2130,0,10,3444
0,8409,3049,20170102,634,7514,0,0,2130,0,11,3342
0,8707,3082,20170102,631,7518,0,0,2129,0,12,3327
0,9285,3283,20170102,628,7567,0,0,2130,0,13,3334
0,9550,3430,20170102,657,7577,0,0,2126,0,14,3536
0,10475,3539,20170102,858,7574,0,0,2127,0,15,3633
0,11284,3553,20170102,858,7572,0,0,2126,0,16,3494
0,12627,3553,20170102,857,7571,0,0,2127,288,17,3149
0,13860,3546,20170102,858,7572,0,0,2127,368,18,3245
0,15050,3543,20170102,1029,7568,0,0,2127,396,19,3059
0,16026,3565,20170102,1048,7553,0,0,2126,332,20,2882
0,16447,3697,20170102,1051,7547,0,0,2124,348,21,2759
0,16733,3779,20170102,1022,7552,0,0,2129,350,22,2550
0,16793,3800,20170102,1097,7559,0,0,2120,356,23,2471
0,16863,3837,20170102,1100,7562,0,0,2120,370,24,2537
0,16813,3866,20170102,1045,7560,0,0,2125,428,25,2726
0,16775,3965,20170102,1029,7561,0,0,2085,348,26,2844
0,16711,4124,20170102,908,7556,0,0,2071,384,27,2892
0,16734,4162,20170102,907,7562,0,0,2073,358,28,3051
0,16950,4139,20170102,911,7562,0,0,2081,384,29,3236
0,17425,4331,20170102,951,7561,0,0,2071,366,30,3318
0,18418,4461,20170102,959,7561,0,0,2072,422,31,3316
0,19543,4816,20170102,966,7565,0,0,2107,360,32,3305
0,20595,5082,20170102,1019,7568,0,0,2122,434,33,3299
0,22252,5441,20170102,1266,7583,0,0,2099,1426,34,3229
0,22436,5454,20170102,1276,7605,0,0,2101,1852,35,3099
0,23114,5504,20170102,1276,7622,0,0,2122,1424,36,3081
0,23140,5545,20170102,1264,7627,0,0,2118,880,37,3060
0,22983,5532,20170102,1233,7631,0,0,2125,420,38,3042
0,22475,5505,20170102,1125,7628,0,0,2126,1112,39,3101
0,21750,5432,20170102,1111,7625,0,0,2128,614,40,3221
0,20593,5432,20170102,978,7623,0,0,2120,374,41,3381
0,19565,5268,20170102,936,7623,0,0,2101,424,42,3361
0,18703,4700,20170102,858,7621,0,0,2113,408,43,3465
0,17239,3911,20170102,821,7619,0,0,2110,356,44,3685
0,16154,3267,20170102,838,7622,0,0,2096,388,45,3828
0,14386,3180,20170102,832,7625,0,0,2095,288,46,3950
0,11958,3302,20170102,724,7626,0,0,2056,26,47,4002
0,10473,3219,20170102,724,7629,0,0,2034,18,48,4260
0,9776,3288,20170103,721,7632,0,0,2107,0,1,4337
0,9898,3308,20170103,716,7634,0,0,2123,0,2,4689
0,9290,3151,20170103,670,7629,0,0,2122,0,3,4501
0,8849,3133,20170103,669,7634,0,0,2114,0,4,4465
0,8364,3144,20170103,670,7632,0,0,2122,0,5,4503
0,8234,3170,20170103,671,7633,0,0,2128,0,6,4379
0,8496,3369,20170103,698,7626,0,0,2125,0,7,4321
0,8089,3406,20170103,701,7627,0,0,2117,0,8,4222
0,8979,3609,20170103,679,7624,0,0,2123,0,9,4146
0,8981,3629,20170103,663,7630,0,0,2126,0,10,4200
0,9347,3679,20170103,711,7620,0,0,2127,0,11,4221
0,9643,3840,20170103,709,7537,0,0,2126,0,12,4207
0,11025,4364,20170103,713,7489,0,0,2125,0,13,4203
0,12844,4717,20170103,741,7490,0,0,2123,250,14,4350
0,15682,5123,20170103,797,7483,0,0,2124,382,15,4313
0,17281,5362,20170103,797,7487,0,0,2124,332,16,4553
0,18218,5624,20170103,783,7491,0,0,1821,360,17,4975
0,19118,5806,20170103,771,7487,0,0,1480,362,18,5263
0,19627,5949,20170103,800,7489,0,0,1480,344,19,5597
0,19797,5928,20170103,809,7492,0,0,1479,350,20,5734
0,19628,6046,20170103,815,7342,0,0,1478,340,21,6159
0,19216,5953,20170103,842,7332,0,0,1476,340,22,6575
0,19177,5915,20170103,846,7325,0,0,1478,384,23,6668
0,19079,6002,20170103,881,7346,0,0,1476,338,24,6874
0,19005,6245,20170103,919,7358,0,0,1478,336,25,6927
0,19021,5960,20170103,934,7357,0,0,1477,372,26,6929
0,19029,5924,20170103,901,7353,0,0,1475,446,27,6896
0,19117,5922,20170103,911,7357,0,0,1477,298,28,6923
0,19140,6015,20170103,903,7360,0,0,1474,250,29,6992
0,19395,6056,20170103,811,7364,0,0,1474,242,30,7014
0,19783,6284,20170103,839,7363,0,0,1476,198,31,7032
0,20419,6399,20170103,855,7364,0,0,1474,202,32,7062
0,20201,6372,20170103,919,7368,0,0,1474,250,33,7106
0,21906,6297,20170103,1062,7366,0,0,1473,358,34,7276
0,22472,6028,20170103,1177,7368,0,0,1471,960,35,7289
0,22404,6204,20170103,1175,7370,0,0,1475,694,36,7311
0,22557,6525,20170103,1109,7368,0,0,1474,466,37,7267
0,22269,6192,20170103,1107,7371,0,0,1479,478,38,7225
0,21944,6034,20170103,1148,7365,0,0,1471,628,39,7159
0,20964,5921,20170103,1148,7368,0,0,1477,432,40,7081
0,19736,5784,20170103,1033,7363,0,0,1477,442,41,7008
0,18219,5351,20170103,1008,7365,0,0,1475,334,42,7058
0,17276,4846,20170103,904,7363,0,0,1477,442,43,7032
0,15594,4189,20170103,905,7358,0,0,1476,392,44,6961
0,13953,3689,20170103,808,7358,0,0,1473,360,45,6875
0,11891,3533,20170103,795,7365,0,0,1550,176,46,6840
0,10035,3535,20170103,730,7367,0,0,1683,0,47,6746
0,9054,3409,20170103,711,7368,0,0,1782,0,48,6584
0,9459,3431,20170104,687,7364,0,0,1850,0,1,6630
0,9960,3559,20170104,694,7375,0,0,1943,0,2,6573
0,9663,3240,20170104,684,7379,0,0,2018,0,3,6527
0,9708,2895,20170104,688,7384,0,0,2084,0,4,6581
0,10215,2871,20170104,690,7383,0,0,2110,0,5,6540
0,10622,2853,20170104,685,7386,0,0,2115,0,6,6500
0,10797,2955,20170104,653,7386,0,0,2118,0,7,6263
0,10706,2952,20170104,645,7388,0,0,2119,0,8,5977
0,10612,2883,20170104,642,7389,0,0,2120,0,9,5881
0,10632,2869,20170104,641,7389,0,0,2121,0,10,5907
0,10893,3055,20170104,666,7381,0,0,2123,0,11,5705
0,11303,3474,20170104,679,7381,0,0,2123,0,12,5525
0,12612,3932,20170104,703,7383,0,0,2122,0,13,5493
0,14742,4317,20170104,724,7378,0,0,2121,154,14,5544
0,17339,4481,20170104,872,7373,0,0,2123,296,15,5408
0,19617,4482,20170104,875,7372,0,0,2121,266,16,5196
0,20722,4861,20170104,875,7370,0,0,2121,614,17,4894
0,21253,4970,20170104,886,7372,0,0,2120,460,18,4896
0,21922,5569,20170104,974,7377,0,0,2116,298,19,4610
0,22236,6044,20170104,981,7380,0,0,2118,378,20,4237
0,22343,6266,20170104,962,7396,0,0,2116,232,21,3974
0,22410,6286,20170104,958,7392,0,0,2115,376,22,3647
0,22653,6243,20170104,941,7388,0,0,2119,578,23,3494
0,22608,6511,20170104,938,7399,0,0,2120,268,24,3603
0,22516,6448,20170104,917,7391,0,0,2122,256,25,3843
0,22691,6358,20170104,912,7386,0,0,2121,506,26,3563
0,22584,6376,20170104,863,7390,0,0,2120,462,27,3584
0,22539,6239,20170104,860,7382,0,0,2121,502,28,3645
0,22842,6348,20170104,864,7376,0,0,2120,444,29,3497
0,22689,6796,20170104,860,7375,0,0,2121,360,30,3459
0,22291,7445,20170104,844,7377,0,0,2122,364,31,3402
0,22868,8200,20170104,913,7375,0,0,2121,354,32,3308
0,22597,8523,20170104,919,7379,10,0,2120,346,33,3312
0,23469,8600,20170104,1069,7370,99,0,2122,982,34,3264
0,23631,9006,20170104,1165,7386,99,0,2123,1052,35,3286
0,23673,9093,20170104,1170,7385,99,0,2122,950,36,3120
0,23654,9361,20170104,1169,7378,99,0,2123,922,37,2992
0,23578,9552,20170104,1138,7384,28,0,2121,658,38,2850
0,23446,9361,20170104,1206,7390,0,0,2120,632,39,2859
0,22907,8895,20170104,1201,7388,0,0,2123,446,40,2758
0,23367,8538,20170104,1170,7388,0,0,2123,622,41,2591
0,22983,7522,20170104,1115,7391,0,0,2122,450,42,2427
0,22520,6195,20170104,876,7391,0,0,2123,470,43,2452
0,21660,4988,20170104,967,7391,0,0,2124,450,44,2204
0,20560,3912,20170104,858,7398,0,0,2121,360,45,2213
0,19082,3450,20170104,845,7391,0,0,2122,260,46,2105
0,16742,3359,20170104,791,7392,0,0,2124,0,47,2152
0,15650,3361,20170104,786,7389,0,0,2123,0,48,2044
0,15088,3361,20170105,774,7397,0,0,2122,0,1,2070
0,15691,3361,20170105,774,7393,0,0,2121,0,2,1925
0,15988,3362,20170105,773,7398,0,0,2120,0,3,1794
0,15746,3361,20170105,769,7396,0,0,2121,0,4,1723
0,15365,3362,20170105,731,7402,0,0,2122,0,5,1780
0,15655,3361,20170105,727,7398,0,0,2123,0,6,1728
0,14550,3361,20170105,727,7403,0,0,2107,0,7,1662
0,14167,3360,20170105,728,7398,0,0,2117,0,8,1567
0,14802,3346,20170105,728,7402,0,0,2122,0,9,1531
0,14844,3349,20170105,734,7401,0,0,2114,0,10,1476
0,16282,3359,20170105,803,7392,0,0,2079,0,11,1353
0,17222,3506,20170105,827,7391,0,0,2084,0,12,1395
0,18506,4158,20170105,837,7391,0,0,2121,0,13,1322
0,20303,4853,20170105,880,7394,0,0,2120,454,14,1360
0,23135,6067,20170105,996,7390,0,0,2121,648,15,1458
0,23981,6894,20170105,1111,7384,0,0,2119,1016,16,1398
0,24292,7438,20170105,1213,7384,0,0,2121,596,17,1384
0,23950,7568,20170105,1217,7384,0,0,2122,760,18,1465
0,24144,7756,20170105,1220,7383,0,0,2120,1262,19,1458
0,24312,7993,20170105,1223,7391,0,0,2118,862,20,1357
0,24233,7995,20170105,1225,7391,0,0,2121,456,21,1309
0,24484,7625,20170105,1197,7388,0,0,2122,354,22,1287
0,24208,7546,20170105,1121,7396,0,0,2124,334,23,1394
0,23865,7276,20170105,1118,7395,0,0,2103,364,24,1546
0,24022,7151,20170105,1070,7395,0,0,2086,380,25,1546
0,24073,6999,20170105,1068,7404,0,0,2122,336,26,1527
0,24487,6985,20170105,773,7391,0,0,2118,380,27,1520
0,24305,7237,20170105,696,7392,0,0,2119,338,28,1639
0,24883,7765,20170105,665,7390,0,0,2122,404,29,1683
0,24892,7983,20170105,651,7389,0,0,2123,356,30,1778
0,24824,7712,20170105,771,7390,0,0,2122,536,31,1897
0,25006,7925,20170105,869,7383,0,0,2121,972,32,2060
0,24840,8286,20170105,963,7386,3,0,2121,474,33,2162
0,25157,8633,20170105,1341,7396,123,0,2124,1072,34,2299
0,25209,8598,20170105,1347,7402,195,0,2124,1196,35,2513
0,25180,8492,20170105,1146,7402,195,0,2124,1054,36,2613
0,25004,8521,20170105,1082,7401,184,0,2124,1114,37,2668
0,24953,8406,20170105,1049,7404,36,0,2122,1096,38,2839
0,24357,8071,20170105,1104,7407,0,0,2122,1114,39,2949
0,23764,8013,20170105,1092,7403,0,0,2122,584,40,2956
0,23634,8493,20170105,950,7403,0,0,2123,516,41,2994
0,23043,7505,20170105,926,7407,0,0,2124,330,42,3173
0,22751,5383,20170105,803,7399,0,0,2124,424,43,3294
0,21076,4431,20170105,780,7403,0,0,2124,430,44,3525
0,18700,4073,20170105,761,7392,0,0,2126,454,45,3567
0,16689,3887,20170105,761,7400,0,0,2121,332,46,3641
0,14522,3723,20170105,768,7390,0,0,2124,26,47,3659
0,13563,3669,20170105,768,7397,0,0,2124,0,48,3830
0,13994,3673,20170106,768,7395,0,0,2122,0,1,3810
0,14527,3680,20170106,744,7398,0,0,2115,0,2,3708
0,14177,3672,20170106,699,7399,0,0,2111,0,3,3656
0,13719,3666,20170106,698,7398,0,0,2110,0,4,3649
0,13359,3665,20170106,699,7402,0,0,2111,0,5,3632
0,13255,3607,20170106,693,7409,0,0,2112,0,6,3718
0,12954,3552,20170106,691,7406,0,0,2113,0,7,3788
0,12399,3472,20170106,688,7406,0,0,2085,0,8,3971
0,12148,3463,20170106,687,7407,0,0,2111,0,9,4111
0,11953,3531,20170106,688,7405,0,0,2110,0,10,4224
0,12115,3894,20170106,711,7411,0,0,2113,0,11,4175
0,12361,4277,20170106,711,7401,0,0,2108,0,12,3949
0,13769,4840,20170106,709,7400,0,0,2111,0,13,3952
0,15625,5329,20170106,720,7405,0,0,2112,256,14,4145
0,19787,5560,20170106,857,7401,0,0,2113,472,15,4076
0,21472,5723,20170106,1103,7396,0,0,2111,874,16,3951
0,22153,6542,20170106,1160,7398,0,0,2107,978,17,3951
0,22430,6903,20170106,1161,7395,0,0,2096,660,18,3879
0,23186,7243,20170106,1080,7399,0,0,2090,514,19,3729
0,23440,7292,20170106,1077,7397,0,0,2110,566,20,3654
0,23276,7321,20170106,1081,7403,0,0,2117,592,21,3589
0,23265,7336,20170106,1078,7402,0,0,2067,872,22,3474
0,23499,7370,20170106,970,7406,0,0,2053,406,23,3535
0,23580,7365,20170106,927,7401,0,0,2054,512,24,3504
0,23683,7374,20170106,882,7405,0,0,2057,818,25,3540
0,23611,7496,20170106,899,7412,0,0,2056,522,26,3777
0,23064,7560,20170106,745,7409,0,0,2054,388,27,3802
0,23017,7560,20170106,748,7412,0,0,2053,358,28,3694
0,23029,7615,20170106,842,7407,0,0,2068,334,29,3854
0,22737,7520,20170106,863,7409,0,0,2123,330,30,3926
0,22645,7673,20170106,903,7411,0,0,2122,332,31,3883
0,22870,8112,20170106,917,7409,0,0,2124,338,32,4019
0,23461,8333,20170106,1090,7407,16,0,2124,418,33,4018
0,23867,8398,20170106,1273,7411,99,0,2124,1152,34,3954
0,24049,8601,20170106,1292,7405,99,0,2126,1442,35,3779
0,23913,8786,20170106,1295,7409,99,0,2126,1476,36,3454
0,23817,8740,20170106,1169,7403,99,0,2126,1284,37,3362
0,23542,8530,20170106,1124,7403,7,0,2115,1182,38,3315
0,22977,8500,20170106,1170,7397,0,0,2126,618,39,3302
0,22578,7776,20170106,1057,7401,0,0,2105,588,40,3400
0,22524,7137,20170106,1003,7398,0,0,2114,488,41,3329
0,22052,6153,20170106,910,7401,0,0,2123,360,42,3285
0,21668,4668,20170106,822,7400,0,0,2127,406,43,3112
0,20685,3681,20170106,803,7401,0,0,2126,356,44,2904
0,18734,3674,20170106,780,7403,0,0,2126,344,45,2929
0,17316,3583,20170106,738,7397,0,0,2121,316,46,2850
0,16138,3308,20170106,692,7403,0,0,2063,0,47,2748
0,15936,3371,20170106,661,7400,0,0,2060,0,48,2748
0,16167,3483,20170107,652,7387,0,0,2064,0,1,2555
0,16065,3650,20170107,635,7393,0,0,2124,0,2,2532
0,15684,3378,20170107,571,7393,0,0,2126,0,3,2565
0,15473,3307,20170107,565,7387,0,0,2126,0,4,2386
0,15312,3311,20170107,560,7396,0,0,2126,0,5,2240
0,15314,3225,20170107,546,7397,0,0,2127,0,6,2086
0,15045,3147,20170107,543,7402,0,0,2127,0,7,1986
0,14489,3138,20170107,542,7405,0,0,2127,0,8,1743
0,14418,3142,20170107,542,7384,0,0,2114,0,9,1507
0,14253,3140,20170107,549,7283,0,0,2120,0,10,1420
0,14343,3171,20170107,586,7168,0,0,2121,0,11,1356
0,14547,3359,20170107,589,7052,0,0,2117,0,12,1231
0,15222,3470,20170107,606,6963,0,0,2083,0,13,1129
0,15322,3434,20170107,643,6863,0,0,2117,0,14,1088
0,16511,3651,20170107,787,6839,0,0,2117,112,15,1013
0,17591,3795,20170107,793,6845,0,0,2118,192,16,912
0,19017,4013,20170107,830,6839,0,0,2118,352,17,817
0,20225,4448,20170107,909,6837,0,0,2110,410,18,781
0,21034,5498,20170107,936,6855,0,0,2121,536,19,781
0,21092,6445,20170107,945,6830,0,0,2119,358,20,805
0,21303,6865,20170107,922,6704,0,0,2115,682,21,766
0,21302,7621,20170107,904,6568,0,0,2115,460,22,740
0,21275,7959,20170107,947,6541,0,0,2125,422,23,746
0,21313,8026,20170107,970,6510,0,0,2123,766,24,706
0,21344,8268,20170107,889,6521,0,0,2131,534,25,715
0,21331,8252,20170107,933,6537,0,0,2127,440,26,750
0,21187,8063,20170107,798,6542,0,0,2120,330,27,764
0,21202,7768,20170107,695,6553,0,0,2124,350,28,778
0,21217,7542,20170107,694,6563,0,0,2126,338,29,772
0,21045,7569,20170107,700,6564,0,0,2129,362,30,790
0,21490,7802,20170107,801,6639,0,0,2125,568,31,776
0,21680,8193,20170107,840,6770,0,0,2126,378,32,786
0,21599,8221,20170107,870,6889,0,0,2126,344,33,798
0,22229,8486,20170107,1010,6982,0,0,2125,1420,34,860
0,21883,8630,20170107,1262,7036,0,0,2125,1780,35,871
0,21892,8642,20170107,1272,7104,0,0,2126,1810,36,927
0,21608,8541,20170107,1237,7191,0,0,2126,1404,37,1035
0,21568,8448,20170107,1088,7238,0,0,2126,792,38,1084
0,21469,8385,20170107,1074,7295,0,0,2125,792,39,1132
0,20559,7778,20170107,1071,7366,0,0,2117,494,40,1223
0,20472,6912,20170107,957,7402,0,0,2126,370,41,1311
0,20245,5778,20170107,915,7405,0,0,2125,350,42,1278
0,20238,4473,20170107,749,7441,0,0,2125,376,43,1299
0,19524,3682,20170107,746,7486,0,0,2126,388,44,1323
0,18779,2991,20170107,744,7502,0,0,2126,370,45,1309
0,17739,2828,20170107,744,7506,0,0,2128,306,46,1241
0,16595,2828,20170107,721,7437,0,0,2084,0,47,1237
0,15518,2830,20170107,721,7302,0,0,2083,0,48,1319
0,15136,2830,20170108,722,7326,0,0,2083,0,1,1419
0,15034,2829,20170108,713,7340,0,0,2083,0,2,1541
0,14372,2830,20170108,616,7338,0,0,2082,0,3,1565
0,14327,2733,20170108,614,7341,0,0,2079,0,4,1616
0,13875,2734,20170108,601,7394,0,0,2081,0,5,1684
0,13442,2819,20170108,603,7517,0,0,2083,0,6,1548
0,12974,2810,20170108,567,7556,0,0,2083,0,7,1579
0,12413,2728,20170108,558,7563,0,0,2081,0,8,1584
0,12293,2794,20170108,557,7579,0,0,2081,0,9,1551
0,11968,2845,20170108,553,7583,0,0,2074,0,10,1544
0,12121,2906,20170108,557,7583,0,0,2083,0,11,1573
0,12304,2911,20170108,556,7585,0,0,2077,0,12,1510
0,13393,2912,20170108,558,7592,0,0,2074,0,13,1310
0,13922,2859,20170108,555,7585,0,0,2074,0,14,1197
0,14282,2821,20170108,585,7583,0,0,2073,0,15,1125
0,14147,2892,20170108,589,7583,0,0,2073,0,16,1066
0,14801,3224,20170108,667,7582,0,0,2074,102,17,977
0,16180,3564,20170108,683,7579,0,0,2073,214,18,953
0,17699,3891,20170108,721,7596,0,0,2074,324,19,903
0,18714,4443,20170108,725,7633,0,0,2068,246,20,929
0,19504,5129,20170108,752,7567,0,0,2069,268,21,893
0,20194,5382,20170108,760,7446,0,0,2063,196,22,843
0,20423,5464,20170108,788,7443,0,0,2065,252,23,834
0,20461,5705,20170108,792,7454,0,0,2063,346,24,845
0,20457,5584,20170108,797,7459,0,0,2062,562,25,838
0,20471,5715,20170108,794,7483,0,0,2062,592,26,915
0,20473,5840,20170108,772,7568,0,0,2060,628,27,911
0,20487,5784,20170108,778,7666,0,0,2060,350,28,880
0,20622,5763,20170108,738,7605,0,0,2059,346,29,900
0,20551,5806,20170108,737,7609,0,0,2058,346,30,942
0,20689,5768,20170108,785,7613,0,0,2075,366,31,1027
0,21137,6126,20170108,807,7698,0,0,2125,336,32,1067
0,21746,6034,20170108,930,7716,0,0,2128,524,33,1112
0,21866,6543,20170108,1201,7719,0,0,2128,1522,34,1255
0,22010,6817,20170108,1276,7731,0,0,2127,1510,35,1332
0,21995,6856,20170108,1278,7736,0,0,2127,1082,36,1411
0,21850,6762,20170108,1251,7733,0,0,2125,738,37,1476
0,21962,6258,20170108,1058,7734,0,0,2127,452,38,1751
0,21804,6264,20170108,1110,7736,0,0,2126,498,39,1959
0,21266,5656,20170108,1104,7735,0,0,2125,368,40,2087
0,20338,4665,20170108,1090,7645,0,0,2120,342,41,2269
0,19195,4151,20170108,890,7529,0,0,2124,348,42,2649
0,17776,3569,20170108,832,7524,0,0,2125,320,43,3029
0,15693,3127,20170108,821,7517,0,0,2124,380,44,3333
0,14245,2959,20170108,767,7522,0,0,2125,400,45,3516
0,12542,2751,20170108,773,7521,0,0,2121,472,46,3736
0,10892,2748,20170108,684,7548,0,0,2124,30,47,3854
0,9659,2744,20170108,647,7666,0,0,2120,20,48,3808
0,9979,2734,20170109,645,7734,0,0,2123,0,1,3876
0,10475,2746,20170109,643,7730,0,0,2123,0,2,3898
0,10106,2741,20170109,578,7736,0,0,2122,0,3,4025
0,9586,2744,20170109,575,7730,0,0,2102,0,4,4103
0,9275,2756,20170109,574,7732,0,0,2081,0,5,4074
0,8939,2797,20170109,576,7734,0,0,2120,0,6,4175
0,8065,2725,20170109,577,7738,0,0,2122,0,7,4389
0,7365,2606,20170109,576,7785,0,0,2121,0,8,4660
0,7510,2605,20170109,572,7836,0,0,2121,0,9,4741
0,7431,2691,20170109,564,7890,0,0,2122,0,10,4897
0,8189,3005,20170109,574,7902,0,0,2122,0,11,4955
0,8513,3511,20170109,604,7900,0,0,2121,0,12,4869
0,10126,4060,20170109,598,7906,0,0,2120,0,13,4948
0,12408,4527,20170109,599,7898,0,0,2121,150,14,5142
0,16407,5034,20170109,661,7898,0,0,2120,546,15,5215
0,18410,5404,20170109,678,7899,0,0,2120,356,16,5655
0,19066,5480,20170109,745,7896,0,0,2121,368,17,5689
0,18908,5564,20170109,830,7895,0,0,2123,332,18,5868
0,19259,5620,20170109,889,7895,0,0,2121,330,19,6028
0,19920,5631,20170109,896,7887,0,0,2120,400,20,5915
0,20084,6053,20170109,996,7891,0,0,2114,352,21,5490
0,19657,6190,20170109,965,7896,0,0,2119,328,22,5950
0,19603,6102,20170109,975,7892,0,0,2120,542,23,6307
0,19696,6240,20170109,942,7899,0,0,2122,358,24,6475
0,19665,6268,20170109,883,7898,0,0,2124,466,25,6677
0,19727,6175,20170109,886,7902,0,0,2124,446,26,6641
0,19760,6075,20170109,860,7908,0,0,2122,364,27,6756
0,19581,5997,20170109,850,7912,0,0,2117,360,28,6822
0,19557,5628,20170109,823,7909,0,0,2078,414,29,7042
0,19511,5373,20170109,855,7915,0,0,2081,348,30,7330
0,18520,5416,20170109,882,7910,0,0,2117,432,31,7279
0,19285,5826,20170109,895,7913,0,0,2125,368,32,7186
0,19470,5801,20170109,937,7916,0,0,2124,336,33,7157
0,20512,5915,20170109,1097,7906,0,0,2125,1056,34,7100
0,21025,5980,20170109,1191,7904,0,0,2120,1042,35,7244
0,20998,6131,20170109,1195,7906,0,0,2126,586,36,7208
0,21119,6200,20170109,1183,7912,0,0,2116,530,37,7213
0,20475,5691,20170109,1182,7911,0,0,2033,760,38,7415
0,19870,5498,20170109,1180,7914,0,0,1944,572,39,7429
0,18937,5473,20170109,1174,7918,0,0,2055,414,40,7316
0,18189,5359,20170109,1068,7920,0,0,2046,544,41,7108
0,17644,4485,20170109,1016,7921,0,0,2008,456,42,6785
0,16398,3747,20170109,987,7920,0,0,1981,390,43,6757
0,14174,3508,20170109,884,7923,0,0,1992,296,44,6911
0,12584,3359,20170109,868,7926,0,0,2057,340,45,6661
0,10539,3341,20170109,840,7926,0,0,2062,190,46,6648
0,8584,3421,20170109,813,7930,0,0,2103,0,47,6373
0,7410,3374,20170109,805,7933,0,0,2128,0,48,6353
0,7644,3332,20170110,792,7930,0,0,2123,0,1,6416
0,7977,3497,20170110,821,7931,0,0,2118,0,2,6298
0,8111,3661,20170110,828,7937,0,0,2122,0,3,6133
0,7774,3658,20170110,750,7946,0,0,2119,0,4,6275
0,7186,3523,20170110,742,7954,13,0,2120,0,5,6224
0,7296,3469,20170110,694,7955,2,0,2125,0,6,6090
0,7062,3480,20170110,672,7957,0,0,2125,0,7,6075
0,6685,3401,20170110,669,7956,0,0,2120,0,8,5992
0,6577,3331,20170110,669,7957,0,0,2118,0,9,5985
0,6591,3398,20170110,671,7960,0,0,2121,0,10,5995
0,7375,3413,20170110,714,7958,0,0,2121,0,11,5796
0,8444,3419,20170110,724,7960,0,0,2118,0,12,6040
0,10110,3750,20170110,730,7960,0,0,2113,0,13,6446
0,12724,4211,20170110,738,7963,0,0,2074,0,14,6726
