Date,Period,dump_date,runtype,value
20180101,1,20171231234500,DANF,26000
20180101,2,20180101001500,DANF,26500
20180101,3,20180101004500,DANF,26126
20180101,4,20180101011600,DANF,24979
20180101,5,20180101014500,DANF,23937
20180101,6,20180101021500,DANF,23232
20180101,7,20180101024600,DANF,22259
20180101,8,20180101031500,DANF,21395
20180101,9,20180101034500,DANF,20788
20180101,10,20180101041500,DANF,20432
20180101,11,20180101044500,DANF,20179
20180101,12,20180101051500,DANF,20000
20180101,13,20180101054500,DANF,20310
20180101,14,20180101061500,DANF,20568
20180101,15,20180101064500,DANF,20913
20180101,16,20180101071500,DANF,21185
20180101,17,20180101074500,DANF,22022
20180101,18,20180101081500,DANF,23000
20180101,19,20180101081500,DANF,24344
20180101,20,20180101091600,DANF,25517
20180101,21,20180101094500,DANF,27000
20180101,22,20180101101500,DANF,28116
20180101,23,20180101104500,DANF,30261
20180101,24,20180101111500,DANF,30473
20180101,25,20180101114500,DANF,31410
20180101,26,20180101121500,DANF,31500
20180101,27,20180101124600,DANF,31600
20180101,28,20180101131600,DANF,31606
20180101,29,20180101134600,DANF,31953
20180101,30,20180101141500,DANF,32247
20180101,31,20180101144500,DANF,32881
20180101,32,20180101151600,DANF,33759
20180101,33,20180101154500,DANF,35738
20180101,34,20180101161500,DANF,37283
20180101,35,20180101164500,DANF,38000
20180101,36,20180101171500,DANF,37716
20180101,37,20180101174500,DANF,36961
20180101,38,20180101181500,DANF,36030
20180101,39,20180101184600,DANF,35131
20180101,40,20180101191500,DANF,34055
20180101,41,20180101194500,DANF,33502
20180101,42,20180101201500,DANF,32500
20180101,43,20180101204600,DANF,31503
20180101,44,20180101211500,DANF,30538
20180101,45,20180101214500,DANF,29115
20180101,46,20180101221500,DANF,28068
20180101,47,20180101224600,DANF,26113
20180101,48,20180101231500,DANF,24700
20180102,1,20180101234500,DANF,24700
20180102,2,20180102001500,DANF,24900
20180102,3,20180102004500,DANF,24672
20180102,4,20180102011500,DANF,24100
20180102,5,20180102014500,DANF,23775
20180102,6,20180102021600,DANF,23738
20180102,7,20180102024600,DANF,23528
20180102,8,20180102031500,DANF,23276
20180102,9,20180102034500,DANF,23200
20180102,10,20180102041500,DANF,23391
20180102,11,20180102044500,DANF,24121
20180102,12,20180102051500,DANF,25366
20180102,13,20180102054500,DANF,28388
20180102,14,20180102061600,DANF,31263
20180102,15,20180102064600,DANF,34780
20180102,16,20180102071500,DANF,37008
20180102,17,20180102074600,DANF,38728
20180102,18,20180102081500,DANF,40000
20180102,19,20180102081500,DANF,41246
20180102,20,20180102091500,DANF,41500
20180102,21,20180102094500,DANF,41471
20180102,22,20180102101500,DANF,41345
20180102,23,20180102104600,DANF,41289
20180102,24,20180102111500,DANF,41214
20180102,25,20180102114600,DANF,41700
20180102,26,20180102121500,DANF,40904
20180102,27,20180102124500,DANF,41000
20180102,28,20180102131600,DANF,41057
20180102,29,20180102134600,DANF,41288
20180102,30,20180102141500,DANF,41510
20180102,31,20180102144500,DANF,42038
20180102,32,20180102151500,DANF,42895
20180102,33,20180102154500,DANF,44153
20180102,34,20180102161500,DANF,46174
20180102,35,20180102164600,DANF,46700
20180102,36,20180102171600,DANF,46314
20180102,37,20180102174500,DANF,45749
20180102,38,20180102181500,DANF,45108
20180102,39,20180102184600,DANF,44404
20180102,40,20180102191600,DANF,41445
20180102,41,20180102194500,DANF,39924
20180102,42,20180102201500,DANF,38000
20180102,43,20180102204500,DANF,36226
20180102,44,20180102211600,DANF,34010
20180102,45,20180102214600,DANF,32047
20180102,46,20180102221600,DANF,30103
20180102,47,20180102224500,DANF,28087
20180102,48,20180102231500,DANF,26800
20180103,1,20180102234500,DANF,25300
20180103,2,20180103001500,DANF,25600
20180103,3,20180103004500,DANF,25303
20180103,4,20180103011500,DANF,24726
20180103,5,20180103014600,DANF,24173
20180103,6,20180103021500,DANF,24269
20180103,7,20180103024500,DANF,23949
20180103,8,20180103031500,DANF,23531
20180103,9,20180103034500,DANF,23300
20180103,10,20180103041500,DANF,23429
20180103,11,20180103044500,DANF,24295
20180103,12,20180103051500,DANF,25351
20180103,13,20180103054500,DANF,28263
20180103,14,20180103061500,DANF,31153
20180103,15,20180103064500,DANF,34836
20180103,16,20180103071600,DANF,37033
20180103,17,20180103074500,DANF,38515
20180103,18,20180103081500,DANF,39200
20180103,19,20180103081500,DANF,39966
20180103,20,20180103091600,DANF,40400
20180103,21,20180103094600,DANF,40281
20180103,22,20180103101500,DANF,40100
20180103,23,20180103104500,DANF,40052
20180103,24,20180103111600,DANF,39900
20180103,25,20180103114600,DANF,38956
