Belgium,Date,France,Ireland,Netherlands,Northern_Ireland,Period
,20181202,1950,40,976,-70,1
,20181202,1950,42,976,-18,2
,20181202,1898,32,952,88,3
,20181202,1898,112,952,184,4
,20181202,1850,266,928,186,5
,20181202,1852,372,928,186,6
,20181202,1654,352,830,186,7
,20181202,1652,230,824,186,8
,20181202,1652,294,362,186,9
,20181202,1656,302,354,186,10
,20181202,1164,384,810,186,11
,20181202,1156,386,828,186,12
,20181202,1474,308,854,186,13
,20181202,1494,296,854,186,14
,20181202,1560,230,902,186,15
,20181202,1598,318,900,186,16
,20181202,1796,292,570,186,17
,20181202,1796,288,566,186,18
,20181202,1998,152,986,186,19
,20181202,1998,82,1002,106,20
,20181202,2000,4,1002,20,21
,20181202,1998,0,1000,14,22
,20181202,1998,0,688,-84,23
,20181202,1998,0,682,-112,24
,20181202,2000,0,972,-242,25
,20181202,1998,0,980,-276,26
,20181202,1998,0,1000,-170,27
,20181202,1998,0,1000,-150,28
,20181202,1998,0,1000,-58,29
,20181202,1998,0,854,-42,30
,20181202,1998,0,-112,-122,31
,20181202,1998,-40,-116,-114,32
,20181202,1998,-186,98,-248,33
,20181202,1998,-288,102,-268,34
,20181202,1998,-438,260,-406,35
,20181202,1998,-500,268,-454,36
,20181202,1998,-462,268,-424,37
,20181202,1998,-430,268,-454,38
,20181202,1998,-280,548,-444,39
,20181202,1998,-202,556,-422,40
,20181202,1998,-54,844,-444,41
,20181202,1998,0,852,-430,42
,20181202,1998,0,796,-404,43
,20181202,1998,0,796,-454,44
,20181202,1354,0,842,-376,45
,20181202,1338,0,842,-436,46
,20181202,1696,0,854,-394,47
