Belgium,Date,France,Ireland,Netherlands,Northern_Ireland,Period
,20181125,2000,150,1000,296,1
,20181125,2000,156,1000,298,2
,20181125,2000,228,1000,298,3
,20181125,2000,228,1000,284,4
,20181125,2000,76,1000,174,5
,20181125,2000,0,1000,184,6
,20181125,2000,0,1000,54,7
,20181125,2000,0,1000,14,8
,20181125,2000,0,1000,-76,9
,20181125,2000,0,1002,-190,10
,20181125,2000,0,1000,-190,11
,20181125,2000,0,1000,-190,12
,20181125,1998,0,1000,-250,13
,20181125,2000,0,1000,-250,14
,20181125,1900,0,986,-394,15
,20181125,1900,0,984,-342,16
,20181125,1900,0,776,-192,17
,20181125,1900,0,772,-56,18
,20181125,2000,0,1052,88,19
,20181125,2000,0,1060,130,20
,20181125,2000,0,1058,56,21
,20181125,2000,0,1060,-24,22
,20181125,2000,0,1058,-118,23
,20181125,2000,0,1060,-164,24
,20181125,2000,0,1002,-214,25
,20181125,2000,0,1000,-324,26
,20181125,2000,0,1000,-224,27
,20181125,2000,0,1000,-212,28
,20181125,2000,0,1000,-248,29
,20181125,2000,0,1000,-242,30
,20181125,2000,0,922,-390,31
,20181125,2000,0,920,-454,32
,20181125,2000,0,950,-372,33
,20181125,2000,-50,952,-306,34
,20181125,2000,-200,1056,-432,35
,20181125,2000,-246,1058,-456,36
,20181125,2000,-162,1058,-456,37
,20181125,2000,-164,1058,-416,38
,20181125,2000,-28,1058,-278,39
,20181125,2000,0,1060,-226,40
,20181125,2000,32,1058,-80,41
,20181125,2000,0,1058,-24,42
,20181125,2000,0,1002,74,43
,20181125,2000,0,1000,42,44
,20181125,1986,-70,1000,-52,45
,20181125,1986,-142,1000,-78,46
,20181125,2000,-70,1000,-164,47
,20181125,2000,0,1000,-314,48
