MDP,MDV,MNZT,MZT,NDB,NDO,NDZ,RDR1,RDR2,RDR3,RDelbow2,RDelbow3,RUR1,RUR2,RUR3,RUelbow2,RUelbow3,SEL,SIL,bmUnitID,company,dump_date,unit,unit_dynamic_type,unit_type
,,,,,,,,,,,,999.0,999.0,999.0,6,7,,,2__AANGE001,Limejump Energy Limited,2018-09-03 05:25:00,AG-ALIM02,RURE,S
,,,,,,,,,,,,10.0,,,,,,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,RURE,G
,,,,,,,,,,,,5.6,,,,,,,2__DPGEN001,E.ON UK plc,2018-10-14 13:47:00,MNW-PGU02,RURE,S
,,,,,,,,,,,,999.0,999.0,999.0,20,21,,,2__EANGE001,Limejump Energy Limited,2018-10-01 05:17:00,AG-ELIM02,RURE,S
,,,,,,,,,,,,10.0,,,,,,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,RURE,G
,,,,,,,,,,,,10.0,,,,,,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,RURE,G
,,,,,,,,,,,,8.0,,,,,,,2__MPGEN001,E.ON UK plc,2018-10-14 13:42:00,YEP-PGU03,RURE,S
,,,,,,,,,,,,8.0,,,,,,,2__MPGEN002,E.ON UK plc,2018-10-14 13:44:00,YEP-PGU02,RURE,S
,,,,,,,,,,,,225.0,225.0,225.0,30,40,,,2__PPGEN003,E.ON UK plc,2017-08-01 16:17:00,CMSTW-1,RURE,S
,,,,,,,,,,,,15.0,,,,,,,2__PSTAT001,Statkraft Markets Gmbh,2014-04-08 12:23:00,CAIRW-2,RURE,S
,,,,,,,,,,,,999.0,,,,,,,E_BABAW-1,Statkraft Markets Gmbh,2013-05-14 07:51:00,BABAW-1,RURE,E
,,,,,,,,,,,,30.0,,,,,,,E_BETHW-1,SP Renewables (UK) Limited,2016-08-23 11:10:00,BETHW-1,RURE,E
,,,,,,,,,,,,15.0,,,,,,,E_BRGG-1,Centrica Brigg Limited,2013-10-28 11:51:00,BRGG-1,RURE,E
,,,,,,,,,,,,999.0,10.0,,15,,,,E_BRYP-1,Centrica Barry Limited,2017-10-11 13:08:00,BRYP-1,RURE,E
,,,,,,,,,,,,44.0,,,,,,,E_BTUIW-2,SP Renewables (UK) Limited,2016-08-23 11:10:00,BTUIW-2,RURE,E
,,,,,,,,,,,,90.0,90.0,90.0,1,10,,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 05:45:00,BURBW-1,RURE,E
,,,,,,,,,,,,40.0,40.0,40.0,10,40,,,E_CLAC-1,SSE Generation Ltd,2009-04-01 14:01:00,CLAC-1,RURE,E
,,,,,,,,,,,,15.0,,,,,,,E_CLFLW-1,SP Renewables (UK) Limited,2016-08-23 11:11:00,CLFLW-1,RURE,E
,,,,,,,,,,,,20.0,20.0,20.0,50,100,,,E_CORB-1,CORBY POWER LIMITED,2018-10-11 06:49:00,CORB-1,RURE,E
,,,,,,,,,,,,24.0,,,,,,,E_COWE1,RWE Generation UK plc,2018-03-31 22:58:00,COWE1,RURE,E
,,,,,,,,,,,,24.0,,,,,,,E_COWE2,RWE Generation UK plc,2018-03-31 22:58:00,COWE2,RURE,E
,,,,,,,,,,,,5.0,,,,,,,E_CWMD-1,RWE Generation UK plc,2001-03-22 16:24:00,CWMD-1,RURE,E
,,,,,,,,,,,,2.0,2.0,2.0,137,181,,,E_DERW-1,Derwent CoGeneration Ltd,2001-03-19 11:45:00,DERW-1,RURE,E
,,,,,,,,,,,,25.0,,,,,,,E_DIDC1G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC01G,RURE,E
,,,,,,,,,,,,25.0,,,,,,,E_DIDC2G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC02G,RURE,E
,,,,,,,,,,,,25.0,,,,,,,E_DIDC3G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC03G,RURE,E
,,,,,,,,,,,,25.0,,,,,,,E_DIDC4G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC04G,RURE,E
,,,,,,,,,,,,6.0,6.0,6.0,7,22,,,E_FASN-3,SSE Generation Ltd,2005-11-22 08:49:00,FASN3,RURE,E
,,,,,,,,,,,,3.0,3.0,3.0,50,75,,,E_FAWN-1,ESSO Petroleum Company Ltd,2017-03-08 13:23:00,FAWN-1,RURE,E
,,,,,,,,,,,,3.5,3.5,1.0,40,135,,,E_FELL-1,NDA,2002-03-12 15:06:00,FELL-1,RURE,E
,,,,,,,,,,,,26.0,,,,,,,E_GLOFW-1,Glens of Foudland Ltd,2017-03-31 11:09:00,GLOFW-1,RURE,E
,,,,,,,,,,,,0.4,4.0,11.0,90,220,,,E_GYAR-1,RWE Generation UK plc,2018-07-07 07:04:00,GYAR-1,RURE,E
,,,,,,,,,,,,52.0,,,,,,,E_HBHDW-1,LDV Harburnhead Ltd,2017-03-14 15:55:00,HBHDW-1,RURE,E
,,,,,,,,,,,,999.0,,,,,,,E_HLTWW-1,SP Generation Ltd,2013-05-14 08:15:00,HLTWW-1,RURE,E
,,,,,,,,,,,,15.0,,,,,,,E_HRHLW-1,SP Renewables (UK) Limited,2017-08-10 15:38:00,HRHLW-1,RURE,E
,,,,,,,,,,,,2.0,0.2,6.0,70,81,,,E_KLYN-A-1,Centrica KL Limited,2012-03-23 21:54:00,KLYN-A-1,RURE,E
,,,,,,,,,,,,4.0,,,,,,,E_LCHWT-1,GFP Trading Ltd,2018-04-27 13:49:00,LCHWT-1,RURE,E
,,,,,,,,,,,,6.0,,,,,,,E_LSTWY-1,GFP Trading Ltd,2018-04-27 13:48:00,LSTWY-1,RURE,E
,,,,,,,,,,,,10.0,,,,,,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,RURE,E
,,,,,,,,,,,,2.0,0.2,,30,,,,E_MARK-1,Npower Limited,2018-03-16 07:49:00,MARK-1,RURE,E
,,,,,,,,,,,,30.0,,,,,,,E_PETEM1,Centrica PB Limited,2013-03-29 12:36:00,PETEM1,RURE,E
,,,,,,,,,,,,10.0,,,,,,,E_RDFRB-1,GFP Trading Ltd,2018-04-27 13:48:00,RDFRB-1,RURE,E
,,,,,,,,,,,,10.0,,,,,,,E_RDFRD-1,GFP Trading Ltd,2018-04-27 13:47:00,RDFRD-1,RURE,E
,,,,,,,,,,,,2.0,5.0,3.0,4,5,,,E_SEVINGTN,UK Power Reserve Limited,2018-05-30 12:07:00,SEVIU-1,RURE,E
,,,,,,,,,,,,0.9,0.2,11.0,110,120,,,E_SHOS-1,SP Generation Ltd,2018-09-06 21:37:00,SHOS-1,RURE,E
,,,,,,,,,,,,15.0,,,,,,,E_TAYL2G,Uniper UK Limited,2018-06-26 13:13:00,TAYL2G,RURE,E
,,,,,,,,,,,,15.0,,,,,,,E_TAYL3G,Uniper UK Limited,2018-06-26 13:17:00,TAYL3G,RURE,E
,,,,,,,,,,,,3.0,,,,,,,E_TDRVE-1,GFP Trading Ltd,2018-04-27 13:47:00,TDRVE-1,RURE,E
,,,,,,,,,,,,9.0,,,,,,,E_WTRLN-1,GFP Trading Ltd,2018-04-27 13:50:00,WTRLN-1,RURE,E
,,,,,,,,,,,,10.0,,,,,,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,RURE,I
,,,,,,,,,,,,10.0,,,,,,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,RURE,I
,,,,,,,,,,,,10.0,,,,,,,I_IFG-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFG-INNE1,RURE,I
,,,,,,,,,,,,10.0,,,,,,,I_IID-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:19:00,IID-ELTR1,RURE,I
,,,,,,,,,,,,10.0,,,,,,,I_IIG-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:20:00,IIG-ELTR1,RURE,I
,,,,,,,,,,,,5.0,5.0,5.0,42,97,,,M_CAS-BEU01,SSE Generation Ltd,2012-05-12 20:42:00,CAS-BEU01,RURE,T
,,,,,,,,,,,,1.0,3.0,4.0,4,22,,,M_CAS-CLU01,SSE Generation Ltd,2010-06-05 20:40:00,CAS-CLU01,RURE,T
,,,,,,,,,,,,1.0,1.0,1.0,31,85,,,M_CAS-CON01,SSE Generation Ltd,2017-02-12 14:42:00,CAS-CON01,RURE,T
,,,,,,,,,,,,3.0,3.0,3.0,23,38,,,M_CAS-GAR01,SSE Generation Ltd,2005-04-01 02:11:00,CAS-GAR01,RURE,T
,,,,,,,,,,,,4.0,4.0,4.0,14,60,,,M_CAS-KIL01,SSE Generation Ltd,2005-04-01 02:39:00,CAS-KIL01,RURE,T
,,,,,,,,,,,,5.0,5.0,5.0,50,72,,,M_CAS-MOR01,SSE Generation Ltd,2005-04-01 01:35:00,CAS-MOR01,RURE,T
,,,,,,,,,,,,12.0,,,,,,,M_SLOY-1,SSE Generation Ltd,2007-02-14 10:46:00,SLOY-1,RURE,T
,,,,,,,,,,,,10.0,10.0,10.0,3,30,,,M_SLOY-4,SSE Generation Ltd,2005-03-31 23:02:00,SLOY-4,RURE,T
,,,,,,,,,,,,0.5,1.0,5.0,50,100,,,T_ABTH7,RWE Generation UK plc,2018-09-30 22:58:00,ABTH7,RURE,T
,,,,,,,,,,,,9.0,9.0,,10,,,,T_ABTH7G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH7G,RURE,T
,,,,,,,,,,,,0.2,2.0,5.0,24,100,,,T_ABTH8,RWE Generation UK plc,2018-10-13 08:58:00,ABTH8,RURE,T
,,,,,,,,,,,,9.0,9.0,,10,,,,T_ABTH8G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH8G,RURE,T
,,,,,,,,,,,,0.5,1.0,5.0,50,100,,,T_ABTH9,RWE Generation UK plc,2018-10-02 21:31:00,ABTH9,RURE,T
,,,,,,,,,,,,9.0,9.0,,10,,,,T_ABTH9G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH9G,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_ANSUW-1,Npower Limited,2013-07-19 11:02:00,ANSUW-1,RURE,T
,,,,,,,,,,,,114.0,,,,,,,T_ARCHW-1,SP Renewables (UK) Limited,2016-08-23 11:09:00,ARCHW-1,RURE,T
,,,,,,,,,,,,0.2,0.3,2.3,12,60,,,T_BAGE-1,Baglan Operations Ltd,2018-09-15 13:42:00,BAGE-1,RURE,T
,,,,,,,,,,,,10.0,,,,,,,T_BAGE-2,Baglan Operations Ltd,2016-04-19 10:42:00,BAGE-2,RURE,T
,,,,,,,,,,,,0.8,1.0,8.2,60,84,,,T_BARK-1,BARKING POWER LIMITED,2014-04-01 08:09:00,BARK-1,RURE,T
,,,,,,,,,,,,1.3,6.8,11.6,143,401,,,T_BARKB2,BARKING POWER LIMITED,2014-07-26 15:40:00,BARKB2,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_BHLAW-1,SSE Generation Ltd,2017-08-11 10:40:00,BHLAW-1,RURE,T
,,,,,,,,,,,,118.0,,,,,,,T_BLLA-1,SP Renewables (UK) Limited,2016-08-23 11:10:00,BLLA-1,RURE,T
,,,,,,,,,,,,30.0,,,,,,,T_BLLA-2,SP Renewables (UK) Limited,2016-08-23 11:10:00,BLLA-2,RURE,T
,,,,,,,,,,,,90.0,90.0,90.0,1,63,,,T_BOWLW-1,Barrow Offshore Wind Limited,2018-04-17 05:43:00,BOWLW-1,RURE,T
,,,,,,,,,,,,258.0,258.0,258.0,1,180,,,T_BRBEO-1,Burbo Extension Limited,2018-04-17 05:47:00,BRBEO-1,RURE,T
,,,,,,,,,,,,15.7,0.3,14.6,173,177,,,T_CARR-1,Carrington Power Ltd,2018-10-14 12:21:00,CARR-1,RURE,T
,,,,,,,,,,,,0.7,0.4,10.8,13,60,,,T_CARR-2,Carrington Power Ltd,2018-09-18 09:48:00,CARR-2,RURE,T
,,,,,,,,,,,,30.0,1.3,35.0,100,104,,,T_CDCL-1,Uniper UK Limited,2018-10-04 04:29:00,CDCL-1,RURE,T
,,,,,,,,,,,,28.0,,,,,,,T_CGTHW-1,Corriegarth Wind Energy LTD,2016-12-16 15:02:00,CGTHW-1,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_CLDCW-1,Clyde Windfarm (Scotland) Ltd,2014-08-21 15:20:00,CLDCW-1,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_CLDNW-1,Clyde Windfarm (Scotland) Ltd,2014-08-21 15:21:00,CLDNW-1,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_CLDSW-1,Clyde Windfarm (Scotland) Ltd,2014-08-21 15:22:00,CLDSW-1,RURE,T
,,,,,,,,,,,,15.0,0.2,15.0,155,159,,,T_CNQPS-1,Uniper UK Limited,2018-10-13 14:43:00,CNQPS-1,RURE,T
,,,,,,,,,,,,15.0,0.4,3.2,45,61,,,T_CNQPS-2,Uniper UK Limited,2018-10-09 20:56:00,CNQPS-2,RURE,T
,,,,,,,,,,,,15.0,0.4,3.2,45,69,,,T_CNQPS-3,Uniper UK Limited,2018-10-12 18:20:00,CNQPS-3,RURE,T
,,,,,,,,,,,,15.0,0.2,4.2,51,59,,,T_CNQPS-4,Uniper UK Limited,2018-10-14 04:31:00,CNQPS-4,RURE,T
,,,,,,,,,,,,3.0,2.0,25.0,110,132,,,T_COSO-1,Coryton Energy Company Ltd,2018-10-14 06:21:00,COSO-1,RURE,T
,,,,,,,,,,,,2.0,2.0,6.0,200,220,,,T_COTPS-1,EDF Energy (WBP) Limited,2018-10-09 05:33:00,COTPS-1,RURE,T
,,,,,,,,,,,,2.0,2.0,6.0,200,220,,,T_COTPS-2,EDF Energy (WBP) Limited,2018-09-28 10:08:00,COTPS-2,RURE,T
,,,,,,,,,,,,2.0,2.0,6.0,200,220,,,T_COTPS-3,EDF Energy (WBP) Limited,2018-10-13 11:39:00,COTPS-3,RURE,T
,,,,,,,,,,,,2.0,0.2,6.0,214,220,,,T_COTPS-4,EDF Energy (WBP) Limited,2018-09-28 10:37:00,COTPS-4,RURE,T
,,,,,,,,,,,,50.0,,,,,,,T_CRGHW-1,Statkraft Markets Gmbh,2013-05-24 13:50:00,CRGHW-1,RURE,T
,,,,,,,,,,,,47.5,,,,,,,T_CRMLW-1,EDF Energy Customers PLC,2017-12-15 16:24:00,CRMLW-1,RURE,T
,,,,,,,,,,,,480.0,,,,,,,T_CRUA-1,SP Generation Ltd,2011-08-01 12:04:00,CRUA-1,RURE,T
,,,,,,,,,,,,480.0,,,,,,,T_CRUA-2,SP Generation Ltd,2011-08-09 03:07:00,CRUA-2,RURE,T
,,,,,,,,,,,,480.0,,,,,,,T_CRUA-3,SP Generation Ltd,2006-01-08 17:25:00,CRUA-3,RURE,T
,,,,,,,,,,,,480.0,,,,,,,T_CRUA-4,SP Generation Ltd,2005-12-28 10:39:00,CRUA-4,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_CRYRW-2,Crystal Rig II Limited,2013-05-14 08:04:00,CRYRW-2,RURE,T
,,,,,,,,,,,,25.0,0.2,10.0,255,260,,,T_DAMC-1,SP Generation Ltd,2018-09-22 08:59:00,DAMC-1,RURE,T
,,,,,,,,,,,,24.0,30.0,5.0,370,475,,,T_DEEP-1,Deeside Power (UK) Limited,2018-03-31 15:45:00,DEEP-1,RURE,T
,,,,,,,,,,,,5.1,25.0,3.0,355,680,,,T_DIDCB5,RWE Generation UK plc,2018-10-08 05:51:00,DIDCB5,RURE,T
,,,,,,,,,,,,2.2,4.7,22.0,150,365,,,T_DIDCB6,RWE Generation UK plc,2018-10-14 07:07:00,DIDCB6,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-1,First Hydro Company,2014-01-10 05:10:00,DINO-1,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-2,First Hydro Company,2003-04-07 16:43:00,DINO-2,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-3,First Hydro Company,2003-04-07 16:44:00,DINO-3,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-4,First Hydro Company,2003-04-12 02:37:00,DINO-4,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-5,First Hydro Company,2003-04-12 02:38:00,DINO-5,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-6,First Hydro Company,2011-05-23 14:51:00,DINO-6,RURE,T
,,,,,,,,,,,,0.2,0.8,0.2,126,234,,,T_DNGB21,EDF Energy Nuclear Generation,2011-01-27 13:56:00,DNGB21,RURE,T
,,,,,,,,,,,,0.2,0.8,0.2,126,234,,,T_DNGB22,EDF Energy Nuclear Generation,2010-09-29 17:26:00,DNGB22,RURE,T
,,,,,,,,,,,,30.0,,,,,,,T_DNLWW-1,SP Renewables (UK) Limited,2016-08-23 11:11:00,DNLWW-1,RURE,T
,,,,,,,,,,,,60.0,7.5,7.5,60,130,,,T_DRAXX-1,Drax Power Ltd,2018-08-13 11:05:00,DRAXX-1,RURE,T
,,,,,,,,,,,,12.8,,,,,,,T_DRAXX-10G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-10G,RURE,T
,,,,,,,,,,,,12.8,,,,,,,T_DRAXX-12G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-12G,RURE,T
,,,,,,,,,,,,60.0,15.0,10.0,60,300,,,T_DRAXX-2,Drax Power Ltd,2018-10-01 10:06:00,DRAXX-2,RURE,T
,,,,,,,,,,,,1.0,0.8,7.5,1,130,,,T_DRAXX-3,Drax Power Ltd,2018-10-14 07:58:00,DRAXX-3,RURE,T
,,,,,,,,,,,,60.0,15.0,10.0,60,300,,,T_DRAXX-4,Drax Power Ltd,2018-10-14 06:37:00,DRAXX-4,RURE,T
,,,,,,,,,,,,30.0,1.0,7.5,30,130,,,T_DRAXX-5,Drax Power Ltd,2018-10-13 09:46:00,DRAXX-5,RURE,T
,,,,,,,,,,,,1.0,0.8,7.5,1,130,,,T_DRAXX-6,Drax Power Ltd,2018-10-13 06:04:00,DRAXX-6,RURE,T
,,,,,,,,,,,,12.8,,,,,,,T_DRAXX-9G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-9G,RURE,T
,,,,,,,,,,,,33.0,,,,,,,T_DRSLW-1,SP Renewables (UK) Limited,2017-03-14 09:01:00,DRSLW-1,RURE,T
,,,,,,,,,,,,9.5,,,,,,,T_DUNGW-1,SSE Generation Ltd,2017-10-11 05:29:00,DUNGW-1,RURE,T
,,,,,,,,,,,,12.0,0.3,13.5,120,135,,,T_EECL-1,Uniper UK Limited,2018-10-14 14:58:00,EECL-1,RURE,T
,,,,,,,,,,,,50.0,6.0,12.0,50,280,,,T_EGGPS-1,EP UK INVESTMENTS LIMITED,2018-02-21 09:29:00,EGGPS-1,RURE,T
,,,,,,,,,,,,50.0,6.0,12.0,50,280,,,T_EGGPS-2,EP UK INVESTMENTS LIMITED,2018-01-17 20:10:00,EGGPS-2,RURE,T
,,,,,,,,,,,,20.0,5.0,12.0,120,280,,,T_EGGPS-3,EP UK INVESTMENTS LIMITED,2017-09-16 14:47:00,EGGPS-3,RURE,T
,,,,,,,,,,,,50.0,6.0,12.0,50,280,,,T_EGGPS-4,EP UK INVESTMENTS LIMITED,2017-12-29 23:23:00,EGGPS-4,RURE,T
,,,,,,,,,,,,10.0,10.0,10.0,4,25,,,T_ERRO-1,SSE Generation Ltd,2005-03-31 23:00:00,ERRO-1,RURE,T
,,,,,,,,,,,,10.0,10.0,10.0,4,25,,,T_ERRO-2,SSE Generation Ltd,2005-03-31 23:00:00,ERRO-2,RURE,T
,,,,,,,,,,,,10.0,10.0,10.0,4,25,,,T_ERRO-3,SSE Generation Ltd,2005-04-01 02:49:00,ERRO-3,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_FALGW-1,Fallago Rig Wind Farm Limited,2013-05-14 08:09:00,FALGW-1,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_FARR-1,Npower Limited,2017-11-28 15:34:00,FAARW-1,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_FARR-2,Npower Limited,2017-11-28 15:34:00,FAARW-2,RURE,T
,,,,,,,,,,,,6.0,6.0,6.0,7,22,,,T_FASN-1,SSE Generation Ltd,2005-03-31 23:22:00,FASN-1,RURE,T
,,,,,,,,,,,,6.0,6.0,6.0,7,22,,,T_FASN-2,SSE Generation Ltd,2005-07-26 20:00:00,FASN2,RURE,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-1,First Hydro Company,2001-05-28 04:34:00,FFES-1,RURE,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-2,First Hydro Company,2001-05-28 04:34:00,FFES-2,RURE,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-3,First Hydro Company,2001-05-28 04:34:00,FFES-3,RURE,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-4,First Hydro Company,2001-05-28 04:34:00,FFES-4,RURE,T
,,,,,,,,,,,,10.0,3.0,5.0,20,200,,,T_FIDL-1,Keadby Generation Limited,2018-03-16 07:25:00,FIDL-1,RURE,T
,,,,,,,,,,,,10.0,3.0,5.0,20,200,,,T_FIDL-2,Keadby Generation Limited,2018-10-13 05:16:00,FIDL-2,RURE,T
,,,,,,,,,,,,17.0,,,,,,,T_FIDL-2G,Keadby Generation Limited,2007-05-31 09:30:00,FIDL-2G,RURE,T
,,,,,,,,,,,,10.0,3.0,5.0,20,200,,,T_FIDL-3,Keadby Generation Limited,2018-10-02 14:06:00,FIDL-3,RURE,T
,,,,,,,,,,,,17.0,,,,,,,T_FIDL-3G,Keadby Generation Limited,2007-05-31 09:33:00,FIDL-3G,RURE,T
,,,,,,,,,,,,10.0,3.0,5.0,20,200,,,T_FIDL-4,Keadby Generation Limited,2018-10-02 15:09:00,FIDL-4,RURE,T
,,,,,,,,,,,,4.0,4.0,4.0,3,16,,,T_FINL-1,SSE Generation Ltd,2005-04-01 00:15:00,FINL-1,RURE,T
,,,,,,,,,,,,6.0,144.0,144.0,6,150,,,T_FOYE-1,SSE Generation Ltd,2017-05-09 09:30:00,FOYE-1,RURE,T
,,,,,,,,,,,,6.0,144.0,144.0,6,150,,,T_FOYE-2,SSE Generation Ltd,2017-01-04 15:10:00,FOYE-2,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GANW-11,Galloper Offshore WindFarm Ltd,2018-05-04 13:24:00,GAOFO-1,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GANW-13,Galloper Offshore WindFarm Ltd,2018-05-04 13:25:00,GAOFO-3,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GANW-22,Galloper Offshore WindFarm Ltd,2018-05-04 13:24:00,GAOFO-2,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GANW-24,Galloper Offshore WindFarm Ltd,2018-05-04 13:25:00,GAOFO-4,RURE,T
,,,,,,,,,,,,63.0,38.0,100.0,63,100,,,T_GLNDO-1,SSE Generation Ltd,2016-07-19 23:16:00,GLNDO-1,RURE,T
,,,,,,,,,,,,108.0,108.0,108.0,1,2,,,T_GNFSW-1,Gunfleet Sands Limited,2014-01-03 14:32:00,GNFSW-1,RURE,T
,,,,,,,,,,,,65.0,65.0,65.0,1,2,,,T_GNFSW-2,Gunfleet Sands II Limited,2018-04-17 05:24:00,GNFSW-2,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_GORDW-1,SSE Generation Ltd,2017-03-16 17:15:00,GORDW-1,RURE,T
,,,,,,,,,,,,3.6,0.2,12.0,132,134,,,T_GRAI-6,Uniper UK Limited,2018-10-13 03:25:00,GRAI-6,RURE,T
,,,,,,,,,,,,5.0,0.2,12.0,180,182,,,T_GRAI-7,Uniper UK Limited,2018-09-28 05:02:00,GRAI-7,RURE,T
,,,,,,,,,,,,3.6,0.2,12.0,180,182,,,T_GRAI-8,Uniper UK Limited,2018-10-14 00:20:00,GRAI-8,RURE,T
,,,,,,,,,,,,29.2,29.0,29.0,25,27,,,T_GRAI1G,Uniper UK Limited,2010-02-04 17:35:00,GRAI1G,RURE,T
,,,,,,,,,,,,29.2,29.0,29.0,25,27,,,T_GRAI4G,Uniper UK Limited,2010-02-04 17:36:00,GRAI4G,RURE,T
,,,,,,,,,,,,50.0,,,,,,,T_GRGBW-1,Greater Gabbard Offshore Winds,2013-01-02 12:19:00,GRGBW-1,RURE,T
,,,,,,,,,,,,50.0,,,,,,,T_GRGBW-2,Greater Gabbard Offshore Winds,2013-01-03 12:06:00,GRGBW-2,RURE,T
,,,,,,,,,,,,50.0,,,,,,,T_GRGBW-3,Greater Gabbard Offshore Winds,2013-01-03 12:09:00,GRGBW-3,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_GRIFW-1,Griffin Wind Farm Ltd,2014-08-21 15:13:00,GRIFW-1,RURE,T
,,,,,,,,,,,,100.0,,,,,,,T_GRIFW-2,Griffin Wind Farm Ltd,2014-08-21 15:29:00,GRIFW-2,RURE,T
,,,,,,,,,,,,20.0,2.0,1.0,20,85,,,T_GRMO-1,Grangemouth CHP Ltd,2005-03-31 23:00:00,GRMO-1,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GYMR-15,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:55:00,GYMRO-15,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GYMR-17,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:56:00,GYMRO-17,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GYMR-26,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:57:00,GYMRO-26,RURE,T
,,,,,,,,,,,,15.0,,,,,,,T_GYMR-28,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:56:00,GYMRO-28,RURE,T
,,,,,,,,,,,,999.0,,,,,,,T_HADHW-1,SSE Generation Ltd,2013-05-14 08:14:00,HADHW-1,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_HEYM11,EDF Energy Nuclear Generation,2010-11-04 13:58:00,HEYM11,RURE,T
,,,,,,,,,,,,1.0,,,,,,,T_HEYM12,EDF Energy Nuclear Generation,2010-11-04 14:00:00,HEYM12,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_HEYM27,EDF Energy Nuclear Generation,2014-10-01 11:40:00,HEYM27,RURE,T
,,,,,,,,,,,,5.0,,,,,,,T_HEYM28,EDF Energy Nuclear Generation,2014-10-01 11:42:00,HEYM28,RURE,T
,,,,,,,,,,,,4.0,,,,,,,T_HINB-7,EDF Energy Nuclear Generation,2010-10-13 16:34:00,HINB-7,RURE,T
,,,,,,,,,,,,4.0,,,,,,,T_HINB-8,EDF Energy Nuclear Generation,2010-10-13 16:35:00,HINB-8,RURE,T
