MDP,MDV,MNZT,MZT,NDB,NDO,NDZ,RDR1,RDR2,RDR3,RDelbow2,RDelbow3,RUR1,RUR2,RUR3,RUelbow2,RUelbow3,SEL,SIL,bmUnitID,company,dump_date,unit,unit_dynamic_type,unit_type
,,60.000,,,,,,,,,,,,,,,,,T_GANW-22,Galloper Offshore WindFarm Ltd,2018-05-04 13:24:00,GAOFO-2,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GANW-24,Galloper Offshore WindFarm Ltd,2018-05-04 13:25:00,GAOFO-4,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_GLNDO-1,SSE Generation Ltd,2018-10-12 08:24:00,GLNDO-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GNAPW-1,SP Renewables (UK) Limited,2017-09-11 14:55:00,GNAPW-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_GNFSW-1,Gunfleet Sands Limited,2018-04-17 05:22:00,GNFSW-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_GNFSW-2,Gunfleet Sands II Limited,2018-04-17 05:23:00,GNFSW-2,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_GORDW-1,SSE Generation Ltd,2015-03-20 15:04:00,GORDW-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_GRAI-6,Uniper UK Limited,2018-06-26 15:18:00,GRAI-6,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_GRAI-7,Uniper UK Limited,2018-06-26 15:22:00,GRAI-7,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_GRAI-8,Uniper UK Limited,2018-06-26 15:34:00,GRAI-8,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_GRAI1G,Uniper UK Limited,2018-06-26 15:18:00,GRAI1G,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_GRAI4G,Uniper UK Limited,2018-06-26 15:19:00,GRAI4G,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GRGBW-1,Greater Gabbard Offshore Winds,2013-09-15 00:37:00,GRGBW-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GRGBW-2,Greater Gabbard Offshore Winds,2013-09-15 00:40:00,GRGBW-2,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GRGBW-3,Greater Gabbard Offshore Winds,2013-09-15 00:40:00,GRGBW-3,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_GRIFW-1,Griffin Wind Farm Ltd,2015-03-20 15:06:00,GRIFW-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_GRIFW-2,Griffin Wind Farm Ltd,2015-03-20 15:07:00,GRIFW-2,MNZT,T
,,240.000,,,,,,,,,,,,,,,,,T_GRMO-1,Grangemouth CHP Ltd,2005-03-31 23:00:00,GRMO-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GYMR-15,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:55:00,GYMRO-15,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GYMR-17,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:56:00,GYMRO-17,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GYMR-26,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:57:00,GYMRO-26,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_GYMR-28,Gwynt y Mor Offshore Wind Farm,2018-05-01 08:56:00,GYMRO-28,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_HADHW-1,SSE Generation Ltd,2018-10-09 09:50:00,HADHW-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HEYM11,EDF Energy Nuclear Generation,2010-11-04 13:59:00,HEYM11,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HEYM12,EDF Energy Nuclear Generation,2010-11-04 14:01:00,HEYM12,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HEYM27,EDF Energy Nuclear Generation,2014-10-01 11:42:00,HEYM27,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HEYM28,EDF Energy Nuclear Generation,2014-10-01 11:43:00,HEYM28,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HINB-7,EDF Energy Nuclear Generation,2010-10-13 16:37:00,HINB-7,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HINB-8,EDF Energy Nuclear Generation,2010-10-13 16:37:00,HINB-8,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_HMGTO-1,EC&R UK Humber Wind Limited,2017-08-01 16:19:00,HMGTO-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_HMGTO-2,EC&R UK Humber Wind Limited,2017-08-01 16:20:00,HMGTO-2,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_HRSTW-1,SP Renewables (UK) Limited,2017-11-29 17:04:00,HRSTW-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HRTL-1,EDF Energy Nuclear Generation,2010-09-08 17:02:00,HRTL-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HRTL-2,EDF Energy Nuclear Generation,2010-09-08 17:05:00,HRTL-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_HUMR-1,VPI Immingham LLP,2004-03-31 13:18:00,HUMR-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HUNB-7,EDF Energy Nuclear Generation,2010-11-17 14:43:00,HUNB-7,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_HUNB-8,EDF Energy Nuclear Generation,2010-11-17 14:43:00,HUNB-8,MNZT,T
,,40.000,,,,,,,,,,,,,,,,,T_INDQ-1,Indian Queens Power Ltd,2015-09-21 18:13:00,INDQ-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_KEAD-1,Keadby Generation Limited,2018-10-06 23:09:00,KEAD-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_KEADGT-3,Keadby Generation Limited,2015-10-19 10:00:00,KEADGT-3,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_KILBW-1,Kilbraur Wind Energy Ltd,2011-06-03 14:31:00,KILBW-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_KILLPG-1,Uniper UK Limited,2018-09-12 10:44:00,KILLPG-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_KILLPG-2,Uniper UK Limited,2018-06-26 15:17:00,KILLPG-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_KILNS-1,Centrica KPS Limited,2015-10-28 16:21:00,KILNS-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_KLGLW-1,SP Renewables (UK) Limited,2018-09-13 06:49:00,KLGLW-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_LAGA-1,EP UK INVESTMENTS LIMITED,2018-06-21 15:08:00,LAGA-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_LARYW-1,London Array Limited,2017-08-01 16:26:00,LARYO-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_LARYW-2,London Array Limited,2017-08-01 16:31:00,LARYO-2,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_LARYW-3,London Array Limited,2017-08-01 16:31:00,LARYO-3,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_LARYW-4,London Array Limited,2017-08-01 16:32:00,LARYO-4,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_LBAR-1,RWE Generation UK plc,2018-10-01 12:53:00,LBAR-1,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_LBAR-1G,RWE Generation UK plc,2011-04-14 15:58:00,LBAR-1G,MNZT,T
,,2.000,,,,,,,,,,,,,,,,,T_LCLTW-1,Eneco Energy Trade,2015-06-16 13:54:00,LCLTW-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_LNCSW-1,Lincs Wind Farm Ltd,2018-04-17 05:31:00,LNCSO-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_LNCSW-2,Lincs Wind Farm Ltd,2018-04-17 05:34:00,LNCSO-2,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_MEDP-1,Medway Power Ltd,2018-10-12 22:59:00,MEDP-1,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_MILWW-1,Millennium Wind Energy Ltd,2011-06-03 14:30:00,MILWW-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_MKHLW-1,SP Renewables (UK) Limited,2016-08-23 10:59:00,MKHLW-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_MRWD-1,Marchwood Power Limited,2018-03-20 21:32:00,MRWD-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_NANT-1,SSE Generation Ltd,2017-12-09 10:04:00,NANT-1,MNZT,T
,,1.000,,,,,,,,,,,,,,,,,T_OMNDW-1,Ormonde Energy Ltd,2013-05-06 09:59:00,OMNDO-1,MNZT,T
,,720.000,,,,,,,,,,,,,,,,,T_PEHE-1,SSE Generation Ltd,2018-09-19 15:23:00,PEHE-1,MNZT,T
,,600.000,,,,,,,,,,,,,,,,,T_PEHE-2,SSE Generation Ltd,2011-03-06 02:23:00,PEHE-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_PEMB-11,RWE Generation UK plc,2018-10-14 09:48:00,PEMB-11,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_PEMB-21,RWE Generation UK plc,2018-10-14 07:02:00,PEMB-21,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_PEMB-31,RWE Generation UK plc,2018-10-14 07:59:00,PEMB-31,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_PEMB-41,RWE Generation UK plc,2018-10-10 07:45:00,PEMB-41,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_PEMB-51,RWE Generation UK plc,2018-10-14 08:13:00,PEMB-51,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_RATS-1,Uniper UK Limited,2018-07-23 03:27:00,RATS-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_RATS-2,Uniper UK Limited,2018-08-03 13:11:00,RATS-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_RATS-3,Uniper UK Limited,2018-10-04 22:12:00,RATS-3,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_RATS-4,Uniper UK Limited,2018-10-09 22:38:00,RATS-4,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_RATSGT-2,Uniper UK Limited,2018-06-26 11:29:00,RATSGT-2,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_RATSGT-4,Uniper UK Limited,2018-06-26 11:29:00,RATSGT-4,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_RCBKO-1,Race Bank Wind Farm Ltd,2018-04-17 05:50:00,RCBKO-1,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_RCBKO-2,Race Bank Wind Farm Ltd,2018-04-17 05:51:00,RCBKO-2,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_RMPNO-1,Rampion Offshore Windfarm Ltd,2017-11-26 15:08:00,RMPNO-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_RMPNO-2,Rampion Offshore Windfarm Ltd,2017-11-26 17:20:00,RMPNO-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_ROCK-1,Rocksavage Power Company Ltd,2018-10-10 16:57:00,ROCK-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_RREW-1,E.ON UK plc,2017-08-01 16:23:00,RREW-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_RRWW-1,E.ON UK plc,2017-08-01 16:24:00,RRWW-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_RUGGT-6,Rugeley Power Generation Ltd,2015-10-29 10:26:00,RUGGT-6,MNZT,T
,,5.000,,,,,,,,,,,,,,,,,T_RUGGT-7,Rugeley Power Generation Ltd,2002-11-27 09:48:00,RUGGT-7,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_RUGPS-6,Rugeley Power Generation Ltd,2015-06-05 15:25:00,RUGPS-6,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_RUGPS-7,Rugeley Power Generation Ltd,2015-05-23 05:06:00,RUGPS-7,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_RYHPS-1,SP Generation Ltd,2018-04-29 09:30:00,RYHPS-1,MNZT,T
,,240.000,,,,,,,,,,,,,,,,,T_SCCL-1,SCCL,2013-01-09 14:20:00,SCCL-1,MNZT,T
,,240.000,,,,,,,,,,,,,,,,,T_SCCL-2,SCCL,2016-01-30 06:35:00,SCCL-2,MNZT,T
,,240.000,,,,,,,,,,,,,,,,,T_SCCL-3,SCCL,2016-11-04 11:42:00,SCCL-3,MNZT,T
,,0.000,,,,,,,,,,,,,,,,,T_SCCL-4,SCCL,2001-03-30 11:00:00,SCCLD-1,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SEAB-1,Seabank Power Limited,2018-10-09 08:14:00,SEAB-1,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SEAB-2,Seabank Power Limited,2018-10-11 12:43:00,SEAB-2,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SHBA-1,EP UK INVESTMENTS LIMITED,2017-11-01 09:36:00,SHBA-1,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SHBA-2,EP UK INVESTMENTS LIMITED,2017-11-21 23:53:00,SHBA-2,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_SIZB-1,EDF Energy Nuclear Generation,2010-12-15 12:43:00,SIZB-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_SIZB-2,EDF Energy Nuclear Generation,2010-12-15 12:43:00,SIZB-2,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_SLOY-2,SSE Generation Ltd,2016-10-27 14:39:00,SLOY-2,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_SLOY-3,SSE Generation Ltd,2018-03-31 23:12:00,SLOY-3,MNZT,T
,,600.000,,,,,,,,,,,,,,,,,T_SPLN-1,Spalding Energy Company Ltd,2018-10-08 07:07:00,SPLN-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_STAY-1,RWE Generation UK plc,2018-10-11 06:28:00,STAY-1,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_STAY-2,RWE Generation UK plc,2018-10-14 15:21:00,STAY-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_STAY-3,RWE Generation UK plc,2018-10-12 06:44:00,STAY-3,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_STAY-4,RWE Generation UK plc,2018-09-08 05:50:00,STAY-4,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_STRNW-1,SSE Generation Ltd,2015-11-12 13:21:00,STRNW-1,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SVRP-10,Severn Power Limited,2016-03-07 10:41:00,SVRP-10,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_SVRP-20,Severn Power Limited,2016-04-06 14:41:00,SVRP-20,MNZT,T
,,120.000,,,,,,,,,,,,,,,,,T_TDBNW-1,SSE Generation Ltd,2012-05-11 17:36:00,TDBNW-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_TORN-1,EDF Energy Nuclear Generation,2010-12-01 16:37:00,TORN-1,MNZT,T
,,999.000,,,,,,,,,,,,,,,,,T_TORN-2,EDF Energy Nuclear Generation,2010-12-01 16:47:00,TORN-2,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_USKM-13,SIMEC Uskmouth Power Limited,2016-12-24 10:43:00,USKM-13,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_USKM-14,SIMEC Uskmouth Power Limited,2016-12-08 22:08:00,USKM-14,MNZT,T
,,300.000,,,,,,,,,,,,,,,,,T_USKM-15,SIMEC Uskmouth Power Limited,2011-03-20 12:04:00,USKM-15,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_WBUPS-1,EDF Energy (WBP) Limited,2018-09-17 23:08:00,WBUPS-1,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_WBUPS-2,EDF Energy (WBP) Limited,2018-09-30 07:23:00,WBUPS-2,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_WBUPS-3,EDF Energy (WBP) Limited,2018-09-30 07:24:00,WBUPS-3,MNZT,T
,,720.000,,,,,,,,,,,,,,,,,T_WBUPS-4,EDF Energy (WBP) Limited,2018-09-07 09:52:00,WBUPS-4,MNZT,T
,,240.000,,,,,,,,,,,,,,,,,T_WBURB-1,EDF Energy (WBP) Limited,2018-08-30 07:11:00,WBURB-1,MNZT,T
,,480.000,,,,,,,,,,,,,,,,,T_WBURB-2,EDF Energy (WBP) Limited,2018-10-13 20:01:00,WBURB-2,MNZT,T
,,360.000,,,,,,,,,,,,,,,,,T_WBURB-3,EDF Energy (WBP) Limited,2018-10-12 21:10:00,WBURB-3,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_WDNSO-1,Morecambe Wind Limited,2016-08-23 10:59:00,WDNSO-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_WDNSO-2,Morecambe Wind Limited,2016-08-23 11:00:00,WDNSO-2,MNZT,T
,,2.000,,,,,,,,,,,,,,,,,T_WHIHW-1,WHWF1985,2018-04-19 12:28:00,WHIHW-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_WHILW-1,SP Renewables (UK) Limited,2016-08-23 11:00:00,WHILW-1,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T_WHILW-2,SP Renewables (UK) Limited,2016-08-23 11:00:00,WHILW-2,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_WLNYO-2,Walney Offshore Windfarms Ltd,2014-08-14 14:15:00,WLNYO-2,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_WLNYO-3,Walney Extension Ltd,2018-04-17 05:38:00,WLNYO-3,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_WLNYO-4,Walney Extension Ltd,2018-04-17 05:39:00,WLNYO-4,MNZT,T
,,15.000,,,,,,,,,,,,,,,,,T_WLNYW-1,Walney Offshore Windfarms Ltd,2014-08-14 14:14:00,WLNYW-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T_WTMSO-1,Westermost Rough Limited,2015-06-04 12:51:00,WTMSO-1,MNZT,T
,,1.000,,,,,,,,,,,,,,,,,T_WYLF-1,NDA,2001-03-22 17:11:00,WYLF-1,MNZT,T
,,1.000,,,,,,,,,,,,,,,,,T_WYLF-2,NDA,2001-03-22 17:11:00,WYLF-2,MNZT,T
,,1.000,,,,,,,,,,,,,,,,,T_WYLF-3,NDA,2001-03-22 17:11:00,WYLF-3,MNZT,T
,,1.000,,,,,,,,,,,,,,,,,T_WYLF-4,NDA,2001-03-22 17:11:00,WYLF-4,MNZT,T
,,60.000,,,,,,,,,,,,,,,,,T__HYELT002,EDF Energy Customers PLC,2001-09-17 15:10:00,CULJD-1,MNZT,T
,,30.000,,,,,,,,,,,,,,,,,T__KYELT003,AXPO UK LIMITED,2002-07-10 16:49:00,TRMFD-1,MNZT,T
,,,,,,,,,,,,,,,,,0.000,,2__AANGE001,Limejump Energy Limited,2018-09-17 21:27:00,AG-ALIM02,SEL,S
,,,,,,,,,,,,,,,,,0.000,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,SEL,G
,,,,,,,,,,,,,,,,,1.000,,2__ALIME000,Limejump Energy Limited,2018-08-10 06:55:00,AG-ALIM01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__BANGE001,Limejump Energy Limited,2018-10-06 11:30:00,AG-BLIM02,SEL,S
,,,,,,,,,,,,,,,,,1.000,,2__BLIME000,Limejump Energy Limited,2018-08-09 15:28:00,AG-BLIM01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,SEL,G
,,,,,,,,,,,,,,,,,40.000,,2__DPGEN001,E.ON UK plc,2018-10-14 13:47:00,MNW-PGU02,SEL,S
,,,,,,,,,,,,,,,,,0.000,,2__EANGE001,Limejump Energy Limited,2018-10-06 11:31:00,AG-ELIM02,SEL,S
,,,,,,,,,,,,,,,,,0.000,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,SEL,G
,,,,,,,,,,,,,,,,,0.000,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,SEL,G
,,,,,,,,,,,,,,,,,32.000,,2__MPGEN001,E.ON UK plc,2018-10-14 13:42:00,YEP-PGU03,SEL,S
,,,,,,,,,,,,,,,,,30.000,,2__MPGEN002,E.ON UK plc,2018-10-14 13:44:00,YEP-PGU02,SEL,S
,,,,,,,,,,,,,,,,,15.000,,2__PPGEN003,E.ON UK plc,2017-08-01 16:17:00,CMSTW-1,SEL,S
,,,,,,,,,,,,,,,,,0.000,,2__PSTAT001,Statkraft Markets Gmbh,2016-01-21 16:59:00,CAIRW-2,SEL,S
,,,,,,,,,,,,,,,,,1.000,,E_ABRTW-1,Npower Limited,2018-02-02 15:59:00,ABRTW-1,SEL,E
,,,,,,,,,,,,,,,,,20.000,,E_BETHW-1,SP Renewables (UK) Limited,2018-02-15 08:47:00,BETHW-1,SEL,E
,,,,,,,,,,,,,,,,,98.000,,E_BRGG-1,Centrica Brigg Limited,2018-09-28 15:47:00,BRGG-1,SEL,E
,,,,,,,,,,,,,,,,,140.000,,E_BRYP-1,Centrica Barry Limited,2018-04-18 11:29:00,BRYP-1,SEL,E
,,,,,,,,,,,,,,,,,10.000,,E_BTUIW-2,SP Renewables (UK) Limited,2018-09-21 16:41:00,BTUIW-2,SEL,E
,,,,,,,,,,,,,,,,,27.000,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 05:44:00,BURBW-1,SEL,E
,,,,,,,,,,,,,,,,,20.000,,E_CLAC-1,SSE Generation Ltd,2018-10-11 04:01:00,CLAC-1,SEL,E
,,,,,,,,,,,,,,,,,15.000,,E_CLFLW-1,SP Renewables (UK) Limited,2018-02-15 09:04:00,CLFLW-1,SEL,E
,,,,,,,,,,,,,,,,,200.000,,E_CORB-1,CORBY POWER LIMITED,2018-10-11 06:49:00,CORB-1,SEL,E
,,,,,,,,,,,,,,,,,70.000,,E_COWE1,RWE Generation UK plc,2018-03-31 22:58:00,COWE1,SEL,E
,,,,,,,,,,,,,,,,,70.000,,E_COWE2,RWE Generation UK plc,2018-03-31 22:58:00,COWE2,SEL,E
,,,,,,,,,,,,,,,,,10.000,,E_CWMD-1,RWE Generation UK plc,2001-03-22 16:25:00,CWMD-1,SEL,E
,,,,,,,,,,,,,,,,,0.000,,E_DERW-1,Derwent CoGeneration Ltd,2012-12-18 17:17:00,DERW-1,SEL,E
,,,,,,,,,,,,,,,,,25.000,,E_DIDC1G,RWE Generation UK plc,2016-03-31 14:13:00,DIDC01G,SEL,E
,,,,,,,,,,,,,,,,,25.000,,E_DIDC2G,RWE Generation UK plc,2016-03-31 14:14:00,DIDC02G,SEL,E
,,,,,,,,,,,,,,,,,25.000,,E_DIDC3G,RWE Generation UK plc,2016-03-31 14:14:00,DIDC03G,SEL,E
,,,,,,,,,,,,,,,,,25.000,,E_DIDC4G,RWE Generation UK plc,2016-03-31 14:15:00,DIDC04G,SEL,E
,,,,,,,,,,,,,,,,,17.000,,E_FASN-3,SSE Generation Ltd,2018-10-08 19:25:00,FASN3,SEL,E
,,,,,,,,,,,,,,,,,7.000,,E_FASN-4,SSE Generation Ltd,2017-10-15 16:52:00,FASN-4,SEL,E
,,,,,,,,,,,,,,,,,110.000,,E_FAWN-1,ESSO Petroleum Company Ltd,2017-03-08 13:25:00,FAWN-1,SEL,E
,,,,,,,,,,,,,,,,,0.000,,E_FELL-1,NDA,2010-09-12 21:56:00,FELL-1,SEL,E
,,,,,,,,,,,,,,,,,4.000,,E_GDSTW-1,Mobius Renewables Gen. (GB),2018-06-14 07:22:00,GDSTW-1,SEL,E
,,,,,,,,,,,,,,,,,2.000,,E_GLOFW-1,Glens of Foudland Ltd,2017-03-31 11:08:00,GLOFW-1,SEL,E
,,,,,,,,,,,,,,,,,220.000,,E_GYAR-1,RWE Generation UK plc,2018-05-01 13:28:00,GYAR-1,SEL,E
,,,,,,,,,,,,,,,,,52.000,,E_HBHDW-1,LDV Harburnhead Ltd,2017-03-14 15:08:00,HBHDW-1,SEL,E
,,,,,,,,,,,,,,,,,10.000,,E_HRHLW-1,SP Renewables (UK) Limited,2018-08-16 07:29:00,HRHLW-1,SEL,E
,,,,,,,,,,,,,,,,,0.000,,E_KLYN-A-1,Centrica KL Limited,2012-03-26 11:56:00,KLYN-A-1,SEL,E
,,,,,,,,,,,,,,,,,75.000,,E_LYNE3,EP UK INVESTMENTS LIMITED,2018-06-08 06:36:00,LNMTH-3,SEL,E
,,,,,,,,,,,,,,,,,0.000,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,SEL,E
,,,,,,,,,,,,,,,,,31.000,,E_MARK-1,Npower Limited,2017-10-15 21:03:00,MARK-1,SEL,E
,,,,,,,,,,,,,,,,,225.000,,E_PETEM1,Centrica PB Limited,2018-08-20 03:57:00,PETEM1,SEL,E
,,,,,,,,,,,,,,,,,8.000,,E_SEVINGTN,UK Power Reserve Limited,2018-06-08 12:53:00,SEVIU-1,SEL,E
,,,,,,,,,,,,,,,,,200.000,,E_SHOS-1,SP Generation Ltd,2018-04-04 09:39:00,SHOS-1,SEL,E
,,,,,,,,,,,,,,,,,66.000,,E_TAYL2G,Uniper UK Limited,2018-06-26 13:10:00,TAYL2G,SEL,E
,,,,,,,,,,,,,,,,,66.000,,E_TAYL3G,Uniper UK Limited,2018-10-12 08:13:00,TAYL3G,SEL,E
,,,,,,,,,,,,,,,,,0.000,,E_TULWW-1,Eneco Energy Trade,2017-07-28 16:06:00,TULWW-1,SEL,E
,,,,,,,,,,,,,,,,,0.000,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,SEL,I
,,,,,,,,,,,,,,,,,0.000,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,SEL,I
,,,,,,,,,,,,,,,,,0.000,,I_IFG-ELEE1,Electrabel SA,2001-12-14 00:56:00,IFG-ELEE1,SEL,I
,,,,,,,,,,,,,,,,,93.000,,M_CAS-BEU01,SSE Generation Ltd,2018-10-13 00:21:00,CAS-BEU01,SEL,T
,,,,,,,,,,,,,,,,,75.000,,M_CAS-CLU01,SSE Generation Ltd,2018-10-13 04:18:00,CAS-CLU01,SEL,T
